,id,average_speed,average_angle,average_acceleration,dist_traveled,max_dist,dist_to_line,direction_changes,max_dist_start,triangle_area
3447,3447,6.23370113295921,27.052083861251944,-0.05807981449701067,36925.348138857255,40.34970626057551,551.5322472025783,11,162.8028431331592,71064369.44256411
3448,3448,6.004868842941767,32.83808984207839,-0.0007529851318109539,30815.48116664143,42.383522800292305,1205.799572061269,14,89.72438553420152,99506960.72489834
3449,3449,6.391047227923493,17.447875854261852,0.06731779777915829,39481.15104435859,40.823951606180806,1688.8923390928555,10,122.05096796457612,107739939.27769558
3450,3450,4.4289149145612745,11.90109881627701,0.013779656597356525,21669.602881767325,58.552214463328575,384.7011927836885,20,119.83728409906543,44980288.688486725
3451,3451,2.238021332104092,-12.449014588851474,-0.010758534653985624,14466.724285047821,31.20415620255459,99.60843065198227,43,30.687128474492344,9138897.068717204
3452,3452,5.841918315172761,-22.527895924997438,0.008560210258399727,35547.06562802456,63.19883923378071,654.1523348961981,20,106.37103994772247,68899974.4650445
3453,3453,6.38754995594235,-5.6799922900418265,0.014192657116600704,30247.37957061343,36.465721002864676,1627.2448328559697,15,105.26236805625273,50033374.01538391
3454,3454,6.534654705433517,0.019068434707959683,-0.028736476525729433,39665.826610470576,62.21922534668789,1189.3073795533344,14,103.63181157077166,80598718.07007737
3455,3455,5.054679648896557,15.487116819572195,0.02590742910723414,26935.731355930948,74.81628135799394,855.7467331419288,19,108.32190902495203,73882379.56256914
3456,3456,4.976108849832612,27.367236681910175,-0.06097911478816246,28149.37424017665,38.88507144395711,690.8531989571346,23,167.92248360014216,48555814.15303853
3457,3457,5.458451949376855,8.376313004043462,0.06993169649225446,26336.306665983215,37.12485423164749,752.7042082715645,16,73.48987627728052,70620699.50592117
3458,3458,6.2392250708092005,-39.08067563314482,-0.046996147204724496,34350.6062022004,56.96880153929795,1508.2177248415258,18,139.47907571392207,80363156.48386428
3459,3459,5.775069567642543,28.920997768551242,-0.052619342182018435,36182.900435846845,60.6061771576591,456.6618315551006,15,107.37137694697789,56439816.07680268
3460,3460,5.621004934742067,-32.566013183800536,0.07974469474190583,28367.585886931563,69.27490670571386,1070.8406366144122,21,82.50238813173829,69834210.75451395
3461,3461,5.21708340394021,-26.17279123995744,-0.0009938146777815314,27482.77398973669,36.40070694148913,294.09243036686337,25,150.68267368002213,62628296.657798015
3462,3462,6.524338539941695,20.576358574175895,0.024440783449599796,36549.593961986095,61.04601487339401,735.0119000990991,20,122.72521176111283,54826409.47505122
3463,3463,5.145865939460336,-30.0364850573877,-0.043852468781222675,30642.110080131493,51.587078282617995,591.3091734989863,13,110.12639165181969,71343565.98405685
3464,3464,5.206230042130091,-11.74621842368626,-0.058443181953686175,29000.48139341931,35.84783862086748,902.9011931536173,11,107.73306567642058,92419639.90699403
3465,3465,6.124178168905803,-16.282122999549063,0.061648168940019524,37930.023345038426,60.620705903915606,1038.032078058282,14,118.09595406177158,85063653.21539731
3466,3466,5.14404291925748,37.35569216937695,0.016915308310654974,27116.81726070351,46.92283110680984,613.5659746175186,17,164.68923712073598,70773980.36481877
3467,3467,4.173372892756318,20.746396824033923,0.09641225943838731,27245.72707778199,31.437849049115254,554.1780782754265,24,83.90996396191571,66796633.149034165
3468,3468,4.19911510547363,35.10351415840813,-0.09368421613164955,23771.945286832623,66.20646373827815,439.086547984103,19,82.56018151239768,50796699.898941435
3469,3469,8.263883540192948,22.499453503531768,0.11345402328814347,44680.99961649189,64.69481375332552,1368.563116842963,27,220.0476915733494,102289253.5558586
3470,3470,7.139392617498375,-47.34201564864738,0.03808213673965079,31992.024287306005,61.21461730312223,784.9251796285571,20,214.38786096129607,170349304.76353428
3471,3471,8.187685216356,-16.751253724287025,0.046969604171172914,43424.87899792846,65.38840369507815,1187.039058362504,27,123.31301116767858,114694668.38278341
3472,3472,7.6610908820161665,-17.029408388990106,0.002233049291018565,47450.56209449613,69.02702325234328,1763.6983540620956,14,141.49030445737236,132564521.38911155
3473,3473,7.8529991100913366,-20.852683899608515,0.09123410947376476,44307.44449491116,90.01050801401935,978.9366744103852,19,172.51676761404943,100098296.44441395
3474,3474,7.682407467153897,25.017321015738805,0.007844329555831624,38310.925599620874,59.5574100166226,1193.5239259415964,15,169.83363555671176,143735965.63768068
3475,3475,7.6603094846487645,-2.564476980459384,-0.04240897095363222,40565.41033972143,73.06079007831427,676.5848960207725,16,114.95961877615976,162351578.30520105
3476,3476,6.692678078387857,-31.28431771809564,0.020493462296593545,42744.14941014501,65.35652819783948,483.62948070318464,17,155.6925895766719,97786149.72952336
3477,3477,6.111116730740084,9.304443143968685,0.12611797919604498,27834.696525500793,59.82936008246291,1186.2179837325282,23,106.9027700440451,104749537.13703363
3478,3478,6.596350970817988,24.883039476574027,-0.04966150608986422,41044.90971389069,85.77497290242391,1195.57333568102,27,86.70672596748193,77725528.06050834
3479,3479,7.564282110792687,-4.805400568668124,0.05696789373300559,43705.88369841898,80.28461633438579,436.6383936797138,22,179.44192099743574,106780043.47074987
3480,3480,6.5380391312986585,-43.13287882029619,-0.05796760650761466,34148.9016899145,65.04909674518828,1286.9848079741753,19,119.61349924084654,99168573.87111954
3481,3481,5.837640516272924,-23.372427904383187,0.033806723864584796,38198.598736257554,37.147067646580766,536.2725983667283,19,62.605041802078595,68398916.69689201
3482,3482,7.138163655722617,28.74937403701289,0.04514481496214603,39566.817718546066,60.82801598672698,1216.964739783975,22,126.00504593610535,86119284.95985527
3483,3483,5.773890665847926,40.46146127275027,-0.05750373325159276,35869.06180540042,42.779048845600215,502.7046247058433,16,111.5857426470338,60199705.46132328
3484,3484,6.051854564051902,8.060866824956259,-0.01817195376831157,34493.077960565206,72.27981964819377,686.9759038457412,20,119.22605461060095,60911693.467389084
